id,yield
15000,7465.555
15001,6698.5063
15002,4702.627
15003,7108.334
15004,5562.0254
15005,5625.7573
15006,5556.599
15007,3644.8496
15008,5780.2476
15009,5594.1665
15010,4340.8413
15011,8022.4873
15012,5334.98
15013,6148.119
15014,7476.8013
15015,5467.6465
15016,5263.02
15017,5665.9775
15018,6567.2974
15019,5838.6255
15020,7392.409
15021,7317.5127
15022,6227.301
15023,6485.1733
15024,7433.2793
15025,6322.6816
15026,3603.3015
15027,7509.6587
15028,6576.2153
15029,7156.151
15030,8279.08
15031,7401.592
15032,6146.2983
15033,5793.183
15034,5275.841
15035,6777.6885
15036,6442.867
15037,7586.2544
15038,5570.456
15039,8134.4395
15040,6651.918
15041,7185.094
15042,5510.1914
15043,4500.136
15044,4895.9644
15045,6686.2993
15046,7998.751
15047,3889.8442
15048,6226.795
15049,7411.624
15050,2897.3613
15051,6364.6997
15052,6573.426
15053,5510.6836
15054,5605.457
15055,5580.512
15056,6044.4937
15057,6485.3804
15058,6929.599
15059,6859.5396
15060,6963.666
15061,6804.985
15062,5449.2383
15063,5316.1675
15064,6683.051
15065,7471.942
15066,5462.5654
15067,5507.2715
15068,3812.301
15069,6726.767
15070,7485.6006
15071,6824.7275
15072,3646.566
15073,2739.3418
15074,6806.853
15075,4842.941
15076,3716.3062
15077,7429.2305
15078,6180.047
15079,4161.785
15080,7529.3535
15081,4312.0713
15082,4842.744
15083,5652.3516
15084,5541.1533
15085,7101.4736
15086,6215.2183
15087,6351.64
15088,5698.6133
15089,6416.602
15090,6822.284
15091,6539.974
15092,6252.0757
15093,3994.0454
15094,5802.5557
15095,6917.6504
15096,6859.713
15097,5706.19
15098,4349.117
15099,3979.1865
15100,7433.2656
15101,5858.1226
15102,6418.083
15103,4600.925
15104,6277.1807
15105,5612.998
15106,4058.9578
15107,4076.874
15108,8391.003
15109,6717.362
15110,5593.909
15111,5386.6274
15112,8026.8813
15113,3535.6584
15114,5492.6636
15115,5609.344
15116,4602.387
15117,6791.202
15118,5219.1396
15119,7320.228
15120,6483.294
15121,7628.4834
15122,6308.651
15123,6803.137
15124,5440.225
15125,7608.8584
15126,6230.4243
15127,6574.083
15128,5642.511
15129,3930.1995
15130,5666.157
15131,5297.0503
15132,6625.9497
15133,6575.141
15134,6486.54
15135,7360.516
15136,6741.0244
15137,7295.785
15138,7433.967
15139,5941.9185
15140,7441.9893
15141,5654.5786
15142,6796.671
15143,7494.4634
15144,5888.113
15145,6049.356
15146,4022.256
15147,8248.05
15148,7659.2686
15149,5146.3984
15150,6038.441
15151,7611.2207
15152,6974.648
15153,6188.2803
15154,7666.614
15155,5344.0176
15156,4076.3132
15157,5261.6836
15158,6150.3584
15159,6951.7114
15160,6226.0356
15161,7346.0557
15162,6654.6724
15163,8112.1177
15164,4350.94
15165,4240.722
15166,5583.498
15167,7533.558
15168,4912.8906
15169,7308.8228
15170,5111.8228
15171,7354.0337
15172,4380.9365
15173,6308.2583
15174,7949.85
15175,6644.3867
15176,7495.9873
15177,4380.153
15178,4069.5518
15179,6379.445
15180,6995.273
15181,4047.6917
15182,8172.4736
15183,5629.168
15184,5597.987
15185,6915.196
15186,6149.5273
15187,6787.6543
15188,3167.9138
15189,4651.2886
15190,5073.4385
15191,5618.9546
15192,4117.077
15193,6591.769
15194,7385.1523
15195,6761.0586
15196,7436.009
15197,4376.5557
15198,5598.6123
15199,6029.819
15200,4327.803
15201,6919.369
15202,5568.7783
15203,5527.831
15204,7120.335
15205,4462.746
15206,8142.1304
15207,6403.8047
15208,4943.129
15209,4349.602
15210,8070.8486
15211,5688.052
15212,5349.7017
15213,5291.467
15214,5763.361
15215,4705.4736
15216,7371.077
15217,7837.6523
15218,6370.6553
15219,6635.294
15220,6564.5303
15221,6218.1475
15222,6750.651
15223,5901.2954
15224,7234.071
15225,6280.669
15226,6614.413
15227,4383.574
15228,5265.751
15229,5451.0107
15230,6991.894
15231,4136.333
15232,5362.2373
15233,6182.874
15234,5604.239
15235,6089.552
15236,7813.9805
15237,4327.634
15238,3365.0525
15239,4254.8164
15240,7584.442
15241,4288.245
15242,6287.2593
15243,7122.7734
15244,5628.255
15245,6581.875
15246,4439.841
15247,7520.9404
15248,6542.6055
15249,5718.977
15250,5323.299
15251,6433.105
15252,5729.2485
15253,4230.0503
15254,7443.572
15255,5430.315
15256,5051.153
15257,7809.968
15258,5905.9404
15259,5752.391
15260,8038.833
15261,5784.3936
15262,5397.777
15263,6261.777
15264,7418.6426
15265,7569.3936
15266,5820.4014
15267,6437.4473
15268,4696.3823
15269,7888.5425
15270,2468.7124
15271,4716.515
15272,5746.498
15273,5008.863
