id,yield
15000,7720.2120566349995
15001,6138.260481102723
15002,4865.993930150191
15003,6708.923432455711
15004,5595.059970034777
15005,5380.482581268357
15006,5546.308423682676
15007,3806.719824062762
15008,5682.433735071537
15009,5764.591193151516
15010,4189.098071442795
15011,8071.269041114227
15012,5310.12163110235
15013,6128.289276436203
15014,7544.771439936842
15015,5319.8903151651775
15016,5435.636160569087
15017,5665.287213403823
15018,7019.314391805601
15019,5849.1014583203
15020,7281.539022100584
15021,7299.001131498412
15022,6190.6964271014
15023,6351.193646533322
15024,7398.3381396235
15025,5808.449705740542
15026,3640.488029788422
15027,7547.2254154896145
15028,7077.353581408031
15029,7491.589726304378
15030,8275.936445947415
15031,7180.804273418165
15032,6072.233165685201
15033,5821.116696370996
15034,5272.918174258804
15035,6369.942332974795
15036,6412.953428507845
15037,7598.259981534781
15038,5714.198705859934
15039,8522.414346135492
15040,6514.247168384839
15041,6858.0760493951775
15042,5523.7966923431495
15043,4692.17790381878
15044,5028.541436318857
15045,6786.410736893883
15046,8216.68740177164
15047,4050.83584320581
15048,6238.836772408263
15049,7408.312092585876
15050,3053.4649472545007
15051,6360.548692366558
15052,6637.364828509084
15053,5480.668898862507
15054,5624.567959631155
15055,5739.843841134778
15056,6043.90748108405
15057,6603.3673789517725
15058,6586.922577026415
15059,6775.605778427507
15060,6572.274959337825
15061,6840.864039159621
15062,5283.550318572075
15063,5289.4398017904605
15064,6456.685448858406
15065,7607.855456457166
15066,5742.934750742942
15067,5415.439221626037
15068,3712.1919133329457
15069,6465.430083668689
15070,7559.090092853236
15071,6681.643884920275
15072,3369.1298082939697
15073,2993.5290220715215
15074,6911.544175509243
15075,4931.337991677551
15076,4019.990888590077
15077,7057.320340885088
15078,6104.786513350654
15079,3578.051725587983
15080,7598.63445723915
15081,4228.962473996251
15082,4705.41620098694
15083,5670.940319959187
15084,5603.914425312465
15085,6709.043247433115
15086,6099.996780336509
15087,6359.895077965186
15088,5783.183565332324
15089,6521.019033425614
15090,6808.602395906068
15091,6406.062590558279
15092,6230.776794611137
15093,4066.5192416275645
15094,5933.955530792548
15095,7154.182457885836
15096,6880.4129991323925
15097,5872.155292006099
15098,4321.0955553889835
15099,4100.306680484395
15100,7211.630354238789
15101,5199.79505579143
15102,6334.735325331381
15103,4772.073172972396
15104,6153.877777680781
15105,5673.960955657843
15106,4144.880354499061
15107,4262.960051589954
15108,8231.062068027491
15109,7104.578300423973
15110,5814.03035741194
15111,5344.761070906306
15112,8023.836684634298
15113,3718.7659974433245
15114,5340.285613714274
15115,5619.044051167767
15116,4860.244596585575
15117,7171.628811546764
15118,5307.877365788338
15119,7341.059741485347
15120,6443.679245511053
15121,7085.185690159097
15122,6280.573130550938
15123,7010.462201238254
15124,5270.864665358678
15125,7168.968511721522
15126,6159.47329381305
15127,6444.420649270331
15128,5639.403155516868
15129,4216.824854866001
15130,5743.884964299761
15131,5455.742084372364
15132,6987.302782654665
15133,7040.52108699706
15134,6543.266789782891
15135,7336.355195854858
15136,6577.895575179418
15137,7050.095187672676
15138,7355.50371153193
15139,5956.039461848446
15140,7210.467023838311
15141,5244.992672021245
15142,6761.593900104057
15143,7625.479842087373
15144,5878.814129055061
15145,5922.452480999658
15146,4181.3806489499075
15147,7997.94378975228
15148,7740.785463357994
15149,5292.418614916885
15150,6045.873441826814
15151,7508.33919320346
15152,6915.081002134701
15153,6194.952226186856
15154,7854.403570407959
15155,5426.49417147112
15156,3989.955767971913
15157,5308.351690957701
15158,6123.410997227016
15159,6877.431335267829
15160,6199.493931241959
15161,7028.8794636321945
15162,6741.77333729873
15163,8133.936312588334
15164,4473.020455100645
15165,4302.695140914231
15166,5664.450460299894
15167,7552.7997318800535
15168,5089.685946663443
15169,7096.5638095912145
15170,5041.861588583784
15171,7343.83777708098
15172,4419.152554677838
15173,6139.308612699269
15174,8026.6646439460455
15175,6666.166127116688
15176,7624.706836640953
15177,4472.673625968446
15178,4225.334278522141
15179,6311.7683856183885
15180,6771.549611887769
15181,4225.998609657132
15182,8049.254625470577
15183,5517.400389996242
15184,5515.927511686489
15185,6939.0019869213575
15186,6039.665561042467
15187,6637.53189963884
15188,3088.298952624694
15189,4763.932932826721
15190,5018.884444783292
15191,5603.946508435061
15192,4265.759049912276
15193,6763.767345943417
15194,7398.523492956545
15195,7148.275275599279
15196,7335.037967971568
15197,4340.203769441258
15198,5769.029173529138
15199,6008.493167929952
15200,4324.69613357749
15201,7065.704834137831
15202,5174.486567037402
15203,5590.144330720573
15204,6945.718532748422
15205,4661.064663108728
15206,8115.990304811627
15207,6148.816404677114
15208,5143.50596347513
15209,4417.3930677003045
15210,8062.2948481493
15211,5921.38138918933
15212,5515.479220079186
15213,5255.99506202472
15214,5861.8781849488505
15215,4746.587688876885
15216,7420.431903252682
15217,6806.429604543953
15218,6389.4517597698705
15219,6686.6081634760085
15220,6548.672443765216
15221,6051.692795155853
15222,6758.499380502991
15223,5788.048565434831
15224,6811.952929738595
15225,6171.571832544856
15226,6677.769164965525
15227,4472.6708094773085
15228,5502.634610854405
15229,5293.956371915243
15230,6755.604528212831
15231,4340.42829617305
15232,5329.750013265538
15233,6032.19805201564
15234,5673.934183733421
15235,6185.946941102884
15236,7976.860700940926
15237,4132.968723103419
15238,3516.2085359289276
15239,4421.707336812537
15240,7583.969707891538
15241,4115.493093046577
15242,6169.02841473994
15243,6895.865622478264
15244,5750.607507285456
15245,6546.5882542064455
15246,4574.44514900832
15247,7694.497672083686
15248,6610.6620131185755
15249,5092.8923863754035
15250,5472.311395750595
15251,6421.923159166369
15252,5659.883534418348
15253,4358.910634320446
15254,7321.019115105373
15255,5400.232748724677
15256,5219.260185468883
15257,7895.847982046087
15258,5941.9145943164785
15259,5861.70385470181
15260,8264.728326497792
15261,5905.864676668242
15262,5214.177837093172
15263,6247.170397173725
15264,7269.420997831441
15265,7179.512419432614
15266,5837.62088991528
15267,6398.64382176879
15268,4594.57680741052
15269,7862.234034027525
15270,2464.456728540567
15271,4808.305239566239
15272,5929.991376684241
15273,4833.398220725802
15274,6079.858773549456
15275,8237.106618449721
15276,6460.672486527206
15277,6012.94372646919
15278,6803.127177869087
15279,6080.801859139286
