id,yield
15000,7424.712401733332
15001,6810.854270566663
15002,4844.204421066662
15003,7141.367866233334
15004,5533.499925366672
15005,5600.042860133332
15006,5562.868363066665
15007,3607.6887221000025
15008,5670.4346212000055
15009,5566.035564866671
15010,4426.795602000005
15011,8120.593799733333
15012,5235.101858100004
15013,6194.4438886000025
15014,7475.999505733328
15015,5583.33311646667
15016,5332.352342533334
15017,5783.724292500004
15018,6452.112827933333
15019,5878.010148133331
15020,7329.707443466663
15021,7363.024845766666
15022,6364.644713133337
15023,6461.651194366665
15024,7407.723702133337
15025,5983.173920000001
15026,3632.932198766667
15027,7542.551737066659
15028,6643.119559933332
15029,7424.515881800003
15030,8114.177263733327
15031,7423.0050652333275
15032,6216.1779754
15033,5746.490919466668
15034,5338.533787800002
15035,6841.958761166672
15036,6487.284865333333
15037,7580.535360666664
15038,5633.721200733334
15039,8297.816313533323
15040,6759.2178188666585
15041,7204.5271577333315
15042,5530.800124999996
15043,4293.78674626667
15044,4908.039418733334
15045,6752.386858733334
15046,8215.879320133334
15047,3968.652272866663
15048,6282.555553866668
15049,7434.7776921333325
15050,2715.758384266664
15051,6417.340890933337
15052,6517.999522200001
15053,5450.2552982666675
15054,5647.728148599998
15055,5509.333841233337
15056,6049.409000400005
15057,6593.907349199995
15058,6961.705640033334
15059,6841.623571999998
15060,7216.615018066666
15061,6825.105235866664
15062,5430.785300866671
15063,5404.212054733329
15064,6916.694408066664
15065,7524.467458866658
15066,5546.959733399997
15067,5467.016133099998
15068,3407.8545440000003
15069,6633.38807326667
15070,7383.309545266666
15071,6913.057764200003
15072,3834.1037254000007
15073,2733.648069800005
15074,6876.653186266666
15075,4839.9962031000005
15076,3724.7150576000017
15077,7370.026870999999
15078,6153.722554266672
15079,3949.957668400004
15080,7515.618945333327
15081,4305.784502533336
15082,4876.8972908000005
15083,5879.229581600007
15084,5512.956004633332
15085,7201.758278533333
15086,6209.325297133336
15087,6362.479661333333
15088,5820.877647666669
15089,6408.035747466669
15090,6766.437329466669
15091,6533.805408299995
15092,6217.432331600001
15093,3943.3541271333356
15094,5911.8014013333395
15095,6868.73669553333
15096,6870.923053266666
15097,5734.865853466672
15098,4299.745039866669
15099,3786.7487149333356
15100,7471.248588833334
15101,5721.820399866672
15102,6547.876077399999
15103,4640.2450308666685
15104,6270.16933536666
15105,5591.2684699
15106,4072.418858533332
15107,4093.1707999999967
15108,8361.553470199999
15109,6513.279158266671
15110,5524.141637066669
15111,5440.036914266667
15112,8005.428822999998
15113,3567.268574800003
15114,5410.227027666667
15115,5671.139492533329
15116,4542.707660366669
15117,6495.852705566668
15118,5244.857751133332
15119,7329.869765466664
15120,6557.344247666671
15121,7336.709927933328
15122,6465.339464600004
15123,6751.277408400007
15124,5481.168185100004
15125,7466.301474999999
15126,6277.392670066665
15127,6379.342381166666
15128,5624.044363800001
15129,4014.317101133334
15130,5613.914302666671
15131,5228.450096200001
15132,6573.163823266666
15133,6495.205159900002
15134,6571.771340700003
15135,7207.6827196666645
15136,6623.2963829
15137,7117.42972733333
15138,7411.510052866664
15139,5800.415467499997
15140,7518.158422000005
15141,5341.481227933334
15142,6816.997875099993
15143,7481.541705966663
15144,5913.648400466669
15145,5812.107955699999
15146,3840.3602822666685
15147,8051.000895066668
15148,7631.29706173333
15149,5184.542255666667
15150,6167.780130100004
15151,7505.929025266666
15152,7062.61275486667
15153,6208.480044733337
15154,7959.597501133334
15155,5465.711217266665
15156,4149.352589499995
15157,5240.490645366671
15158,6311.763852333336
15159,7007.3352024
15160,6332.843386066673
15161,7323.9289809999955
15162,6559.406300933337
15163,8061.315303400001
15164,4434.5785298
15165,4223.461926333339
15166,5497.316857833338
15167,7423.932525433333
15168,4794.7702186
15169,7148.595380999998
15170,5038.806849200001
15171,7434.301086800001
15172,4253.556571733331
15173,6184.095605199995
15174,7635.836316400001
15175,6600.215843366668
15176,7669.473851999995
15177,4431.519362133336
15178,4030.065549833333
15179,6219.368010133333
15180,7034.515710666673
15181,4107.3123590000005
15182,8050.997556766671
15183,5575.238753966671
15184,5624.451307466667
15185,6957.017119433329
15186,6430.159226600001
15187,6740.647262666668
15188,3274.8476957000075
15189,4612.663962066668
15190,4984.3828572000075
15191,5680.734129199994
15192,4102.887301666667
15193,6640.883399666669
15194,7376.080435833338
15195,6888.600027200001
15196,7395.63166679999
15197,4296.663987000004
15198,5542.742774466668
15199,5996.096345933337
15200,4265.023570300003
15201,6874.627330733341
15202,5646.090492866667
15203,5541.555172166664
15204,7183.718468599997
15205,4441.491440699999
15206,8209.101602366669
15207,6229.842068266667
15208,4942.489823
15209,4349.735047133335
15210,8030.09035126667
15211,5733.839038933336
15212,5307.899084800002
15213,5292.617076066669
15214,5726.4480570666665
15215,4769.993732433335
15216,7345.625341333335
15217,7886.35571373334
15218,6338.060513000001
15219,6579.3411389999965
15220,6567.050139366669
15221,6272.043228533333
15222,6943.453322666665
15223,5833.904314300004
15224,7129.23153706667
15225,6438.18078633333
15226,6686.943593799996
15227,4374.0473116
15228,5249.012594800006
15229,5463.083743600001
15230,7001.217604699997
15231,4140.649215466666
15232,5213.378382800002
15233,6182.275508366663
15234,5630.050280333331
15235,6147.753136299996
15236,7905.9709141
15237,4320.5123802
15238,3526.8056987333366
15239,4402.983289266675
15240,7635.989278266666
15241,4280.369178600001
15242,6244.9669697333375
15243,7180.830237800001
15244,5541.282474266666
15245,6461.868945000001
15246,4477.772884866667
15247,7519.363533066667
15248,6578.192877900001
15249,5181.093146599998
15250,5321.054490066668
15251,6447.1136882
15252,5755.794818699998
15253,4289.367665466668
15254,7473.725862533329
15255,5458.100694600002
15256,5031.959453599998
15257,7771.894886833332
15258,5899.21550446667
15259,5760.590176000003
15260,7826.308495133333
15261,5989.386554200001
15262,5100.374925366666
15263,6349.392607533337
15264,7432.833625499999
15265,7465.386739199997
15266,5699.188788266671
15267,6556.760448200002
15268,4650.970073866671
15269,7850.097118566662
15270,2489.5990206666665
15271,4464.662001766664
15272,5706.663255400004
15273,5236.4954195333385
15274,6176.0898704666715
15275,7670.494575466666
15276,6515.4983115999985
15277,6413.188516599998
15278,6870.272255066663
15279,5991.397313066665
15280,7790.439022966665
15281,4546.0609109333345
15282,7371.623679399998
15283,2911.1259712000033
15284,3703.299606700005
15285,3606.3565019333314
15286,7398.387972866671
15287,6566.358585133336
15288,5436.932152000002
15289,4843.950840933328
15290,6925.905066466668
15291,4845.3855442
15292,4470.515092400003
15293,6772.426579799998
15294,6972.4025765333345
15295,6448.208803799999
15296,8212.448507666672
15297,6766.806956899998
15298,5879.470666733334
15299,6681.055000133333
15300,4550.329009600002
15301,7656.625998933334
15302,6978.771698200004
15303,3479.4175343333377
15304,6492.6741333000045
15305,7353.60338333333
15306,8151.610273200002
15307,6591.389205533334
15308,5404.9832693666685
15309,4404.650350300002
15310,5002.714044799996
15311,7461.340165599998
15312,8365.580601266665
15313,5115.487905400003
15314,6315.713031566673
15315,5671.707849133334
15316,6584.9301392
15317,8156.603823199997
15318,2778.902273800002
15319,6106.429002100001
15320,5284.5279839666655
15321,5619.258784133332
15322,7522.4877598666635
15323,5318.299664999998
15324,4247.668852199998
15325,7715.622928366667
15326,4994.764402200003
15327,6493.131339933336
15328,3959.5230182666655
15329,6802.087486433337
15330,7077.480308533332
15331,4594.628656133333
15332,4081.497397566669
15333,7791.566079133327
15334,7020.385061199992
15335,4999.312376933334
15336,7308.6800616
15337,7577.175324800005
15338,6591.036976200004
15339,4134.962274333333
15340,7072.373421433342
15341,5178.548385799993
15342,5502.674885433334
15343,4448.67878493333
15344,5222.1872597333295
15345,7171.654949999999
15346,7343.358745866664
15347,3448.8879762000033
15348,5637.31620213333
15349,6766.803687533333
15350,6671.518800866673
15351,5768.192429800002
15352,6271.131667133331
15353,5602.319597866669
15354,7741.9572560000015
15355,4667.723182800006
15356,7850.505957600006
15357,8319.352450133332
15358,6637.393612999999
15359,5362.181879433334
15360,6812.936108766665
15361,6520.334360700001
15362,7102.777592199999
15363,4187.825080466669
15364,5870.587853733337
15365,4198.839398099999
15366,6530.035084333336
15367,6707.693228933335
15368,6273.332479066669
15369,4680.62570386667
15370,7921.429036133328
15371,7222.490021866658
15372,7276.896920199995
15373,5751.261349966668
15374,4115.140264599997
15375,6320.075212466671
15376,6643.7722731666645
15377,4495.942749933332
15378,5240.371910066669
15379,5555.718771733335
15380,7383.294302666654
15381,7995.514022633326
15382,4234.98745816667
15383,7552.964881666666
15384,4649.239639866666
15385,7258.297739533334
15386,7246.030138733331
15387,6981.081994266668
15388,3417.2027088666664
15389,4837.767512133336
15390,5699.873778333334
15391,6301.230747666669
15392,6315.057344133334
15393,6298.19068233333
15394,7565.498200466664
15395,7358.179591200004
15396,5435.040940466668
15397,7823.989629300002
15398,6961.034412533339
15399,4632.218187600003
15400,6579.789053800006
15401,6204.839899266666
15402,4303.558936866668
15403,6709.213110366668
15404,6869.5092828666675
15405,4639.819774133333
15406,7403.817722000002
15407,3764.5739444
15408,4169.776737366669
15409,7384.045195233327
15410,6178.125700199996
15411,6546.500495599999
15412,5512.285182533334
15413,4464.701465066668
15414,8180.556141133332
15415,5501.175602433329
15416,6761.2378586
15417,7163.263366333336
15418,6198.446972466671
15419,6279.963752333337
15420,7349.953308066663
15421,3575.7569463000027
15422,7565.377749733332
15423,3831.3218561999997
15424,6202.067133733335
15425,7372.888552933332
15426,6310.312432933341
15427,8480.875945599997
15428,4520.438188233327
15429,6187.537307333329
15430,6030.546544
15431,6900.369239999995
15432,7465.291502199991
15433,6196.979503733335
15434,6281.802124166668
15435,7478.8111094666665
15436,3107.2375535333313
15437,4735.913921999995
15438,4284.808782133335
15439,5574.860486399997
15440,5699.711559666669
15441,6081.9503938666685
15442,7131.863936866671
15443,5802.55266126667
15444,6505.063433233335
15445,5477.52125256667
15446,5552.771964999999
15447,7595.950256733336
15448,6627.375228233328
15449,4723.566392066669
15450,7501.977470533331
15451,7410.945367533332
15452,7457.8553608
15453,7561.082011866669
15454,6230.407532733325
15455,7102.773853533328
15456,6778.602523866665
15457,3010.0575541999965
15458,7650.4971474
15459,8201.09515496666
15460,6742.235231999997
15461,7376.890135933329
15462,5674.075584066668
15463,7599.265904199996
15464,8177.516081800001
15465,3593.680476466668
15466,8170.663886333333
15467,3260.4246963333353
15468,5795.7061438666715
15469,6528.563639866669
15470,5934.968798133335
15471,5440.518511933335
15472,8331.449705166668
15473,7835.295974600004
15474,8173.659627966666
15475,4676.834721033333
15476,4859.784248799994
15477,7502.610199999997
15478,4769.673113099996
15479,6966.696598066669
15480,5067.644681333335
15481,6314.650718266672
15482,6926.067285933339
15483,7344.474739600002
15484,6231.012872000004
15485,4665.856922933332
15486,7333.5182064
15487,5733.251163933336
15488,5989.184504200003
15489,4004.330469066667
15490,6238.425663266669
15491,7925.737296733335
15492,8210.190005166665
15493,6641.614672000001
15494,4817.341325266666
15495,7480.869115933326
15496,7246.4658525333325
15497,5980.19334136667
15498,7179.953771466667
15499,5771.317064866669
15500,6963.118079599997
15501,6066.403684000006
15502,8279.974506166664
15503,6979.041185199995
15504,7473.93438296666
15505,5880.855857800008
15506,7522.913392799999
15507,6789.516016800001
15508,6020.897356799999
15509,4057.615942199997
15510,7218.190140866659
15511,6637.749472933339
15512,6717.984709466663
15513,6316.335428899996
15514,7467.9062440666685
15515,6742.586488666669
15516,6447.559879399996
15517,7412.283426866665
15518,6898.8391672
15519,8143.298568666662
15520,6306.542719599995
15521,7289.154120666671
15522,7776.542934599994
15523,3048.8645155666713
15524,6432.197062400003
15525,3006.9644997333316
15526,7048.324237066666
15527,5869.755941266668
15528,7453.412005466662
15529,8242.470630266667
15530,4378.7149943333325
15531,5827.014660399997
15532,6538.067426166672
15533,8124.648105933326
15534,6264.544811066667
15535,3409.450267799997
15536,7549.903511733331
15537,5973.1656586000045
15538,6253.15647706667
15539,6747.976969666665
15540,6201.147545599996
15541,7421.997272433333
15542,6601.01925553334
15543,4864.910773533331
15544,5931.281002599999
15545,6609.155182000002
15546,4730.932667566668
15547,6626.042766199998
15548,6320.5580237333315
15549,5674.4196665666595
15550,6611.0263666666715
15551,5873.826722466664
15552,5014.540037533332
15553,5696.837244866669
15554,7375.4851367333285
15555,6263.783717599997
15556,5507.490705666664
15557,8530.92334673333
15558,6309.70889713333
15559,8237.437143266668
15560,5471.535400333334
15561,3115.7289977333344
15562,4042.8199028000004
15563,6335.448512199997
15564,4566.6077055333335
15565,5800.461542333342
15566,4691.298665200003
15567,4105.197135133332
15568,3378.2024275333347
15569,4562.574616733338
15570,4397.9590438999985
15571,6877.043938733328
15572,4300.554818066671
