id,yield
15000,26890.594472592013
15001,20168.509245597037
15002,16756.041216675083
15003,25373.863916477447
15004,22144.928615535668
15005,17249.977693604138
15006,22368.344514195065
15007,20507.475726324024
15008,25191.587228286786
15009,22958.35125398327
15010,16328.356343259045
15011,21812.549236656218
15012,23060.73942325555
15013,20804.037649610982
15014,22521.270494862645
15015,21176.485328711762
15016,22596.335246308972
15017,19781.690225688115
15018,24949.415071159438
15019,18118.358531210906
15020,24139.540164721027
15021,25980.677960396937
15022,21824.334223169004
15023,24051.299312344203
15024,24080.460256920196
15025,20426.594813259075
15026,20241.17269482118
15027,21964.48494066148
15028,19882.541116625027
15029,27047.514331141327
15030,26551.788475177913
15031,22032.788182706212
15032,23858.04028058289
15033,18941.50134424163
15034,21697.61454779958
15035,19818.626120854835
15036,24771.701888219337
15037,22989.327502930664
15038,17036.57338768182
15039,23853.361518659694
15040,24595.651348027342
15041,22341.596532318144
15042,17843.268773133903
15043,21545.066168031124
15044,19003.63431552817
15045,24197.056651933595
15046,24223.08048680925
15047,21034.92868025811
15048,20901.701224433185
15049,22525.12338507014
15050,22429.956456295895
15051,19995.261559093407
15052,24652.762424528137
15053,22279.47837142984
15054,22271.197970827656
15055,22530.141339485177
15056,24289.287475480127
15057,25948.420816143498
15058,19869.174371855457
15059,23983.46005762521
15060,20108.834539988733
15061,19125.369317143046
15062,23236.677422712917
15063,21455.60127529945
15064,20870.545619410404
15065,20429.965267339103
15066,19812.059083347704
15067,22772.414510164683
15068,20538.67295317621
15069,25003.494867002893
15070,23173.151729720958
15071,24951.802707259714
15072,19934.61255248935
15073,21293.286834783936
15074,24937.126200646202
15075,22490.724864476233
15076,16136.869943270623
15077,24836.050451981224
15078,23417.13083508032
15079,20170.312043998325
15080,21029.465658859663
15081,16043.476856727355
15082,21570.2805369072
15083,24828.0350423386
15084,22678.31337788208
15085,20711.706586396296
15086,18618.131834108597
15087,19048.698177352686
15088,21515.565451135728
15089,20874.77723409421
15090,23291.104057890472
15091,25234.447519208883
15092,23909.44377600575
15093,15556.778527018223
15094,23007.006106836558
15095,26238.45900507718
15096,22133.907130461143
15097,17411.43183589438
15098,21466.619083986014
15099,20593.253327293372
15100,21188.015026680332
15101,21232.411016139507
15102,19516.297683376983
15103,21580.89049913882
15104,23404.882384127828
15105,23606.007424492796
15106,15714.652681443917
15107,18455.135181917005
15108,24708.71595965569
15109,19763.36325396455
15110,16956.665402833278
15111,23649.25846809982
15112,23246.67583400987
15113,19498.45751661666
15114,18121.699938163863
15115,24071.243295662265
15116,24202.63344809929
15117,23125.9931381964
15118,18628.234276946412
15119,26712.65044675317
15120,19869.120431488944
15121,23458.617170580947
15122,17825.425960278346
15123,19578.487686048262
15124,21698.62622918441
15125,24031.569654816263
15126,19639.32580119549
15127,25362.199963521965
